FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,Latitude,Longitude
MCMV.19032,MT,Lucas do Rio Verde,Faixa 1,CCFGTS,1857320,29,29,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19033,MT,Lucas do Rio Verde,Faixa 1,CCFGTS,1792810,17,17,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19034,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,9272530,115,115,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19035,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,10846200,91,91,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19036,MT,Lucas do Rio Verde,Faixa 3,CCFGTS,123700,2,2,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19037,MT,Lucas do Rio Verde,Faixa 3,CCFGTS,207000,1,1,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19038,MT,Lucas do Rio Verde,Faixa 1,FAR,29441600,0,0,1,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19039,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,0,0,0,0,Banco do Brasil,,-55.904201999999884,-13.058795999999859
MCMV.19040,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,7250000,0,0,40.33,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19041,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,5000000,0,0,87.85,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19042,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,5331770,124,0,95,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19043,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,6500000,130,0,95,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.19044,MT,Lucas do Rio Verde,Faixa 2,CCFGTS,16865000,369,365,100,Caixa,,-55.904201999999884,-13.058795999999859
MCMV.18957,MT,Cocalinho,Faixa 1,Oferta Publica,360000,30,26,100,BANCO TRICURY,,-51.00014999999985,-14.39034
MCMV.19021,MT,Jaciara,Faixa 1,CCFGTS,86070.1,2,2,100,Caixa,,-54.97332,-15.954777999999862
MCMV.19022,MT,Jaciara,Faixa 2,CCFGTS,221483,3,3,100,Caixa,,-54.97332,-15.954777999999862
MCMV.19023,MT,Jaciara,Faixa 2,CCFGTS,825629,9,9,100,Caixa,,-54.97332,-15.954777999999862
MCMV.19024,MT,Jaciara,Faixa 3,CCFGTS,58500,1,1,100,Caixa,,-54.97332,-15.954777999999862
MCMV.19025,MT,Jaciara,Faixa 2,CCFGTS,4950000,0,0,7.92708,Caixa,,-54.97332,-15.954777999999862
MCMV.19026,MT,Juara,Faixa 1,Oferta Publica,900000,0,0,54.7667,FAM-LIA PAULISTA,,-57.52444299999985,-11.26392
MCMV.19027,MT,Ju�na,Faixa 1,Oferta Publica,885000,0,0,73,FAM-LIA PAULISTA,,-58.74831399999988,-11.37275
MCMV.19028,MT,Ju�na,Faixa 1,Oferta Publica,15000,0,0,73,FAM-LIA PAULISTA,,-58.74831399999988,-11.37275
MCMV.19029,MT,Juruena,Faixa 1,Oferta Publica,360000,0,0,38,BANCO TRICURY,,-58.35917899999987,-10.317805
MCMV.19030,MT,Juscimeira,Faixa 2,CCFGTS,39049.3,0,0,100,Caixa,,-54.88589,-16.06330699999984
MCMV.19031,MT,Lambari D'Oeste,Faixa 1,CCFGTS,224472,4,4,100,Caixa,,-58.00286,-15.31721
MCMV.19015,MT,Dom Aquino,Faixa 1,Oferta Publica,360000,28,28,99.6667,ECONOMISA,,-54.92229799999984,-15.8099
MCMV.19016,MT,Feliz Natal,Faixa 1,CCFGTS,53349,0,0,100,Caixa,,-54.92274,-12.38498
MCMV.19017,MT,Feliz Natal,Faixa 2,CCFGTS,64204.5,1,1,100,Caixa,,-54.92274,-12.38498
MCMV.19018,MT,Feliz Natal,Faixa 2,CCFGTS,71730,1,1,100,Caixa,,-54.92274,-12.38498
MCMV.19019,MT,Figueir�polis D'Oeste,Faixa 2,CCFGTS,73795.4,1,1,100,Caixa,,-58.739148999999884,-15.443917999999883
MCMV.19020,MT,Itiquira,Faixa 1,Oferta Publica,360000,0,0,94,COBANSA,,-54.14221,-17.214693
MCMV.19051,MT,Mirassol D'Oeste,Faixa 1,CCFGTS,2726760,47,47,100,Caixa,,-58.09099599999985,-15.667801
MCMV.19052,MT,Mirassol D'Oeste,Faixa 1,CCFGTS,5345550,116,116,100,Caixa,,-58.09099599999985,-15.667801
MCMV.19053,MT,Mirassol D'Oeste,Faixa 2,CCFGTS,3350600,42,42,100,Caixa,,-58.09099599999985,-15.667801
MCMV.19054,MT,Mirassol D'Oeste,Faixa 2,CCFGTS,3754290,60,60,100,Caixa,,-58.09099599999985,-15.667801
MCMV.19055,MT,Nobres,Faixa 2,CCFGTS,154998,2,2,100,Caixa,,-56.32836,-14.719167
MCMV.19056,MT,Nobres,Faixa 3,CCFGTS,70000,1,1,100,Caixa,,-56.32836,-14.719167
MCMV.19057,MT,Nobres,Faixa 1,Oferta Publica,360000,0,0,44,ECONOMISA,,-56.32836,-14.719167
MCMV.19045,MT,Vila Bela da Sant�ssima Trinda,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,,-59.94725599999987,-15.003938
MCMV.19046,MT,Marcel�ndia,Faixa 1,Oferta Publica,360000,0,0,92,CHB,,-54.43768099999983,-11.04626
MCMV.19047,MT,Matup�,Faixa 1,CCFGTS,112978,2,2,100,Caixa,,-54.94667,-10.182065
MCMV.19048,MT,Matup�,Faixa 1,CCFGTS,39500,0,0,100,Caixa,,-54.94667,-10.182065
MCMV.19049,MT,Matup�,Faixa 1,Oferta Publica,216000,0,0,92,CHB,,-54.94667,-10.182065
MCMV.19050,MT,Matup�,Faixa 1,Oferta Publica,144000,0,0,92,CHB,,-54.94667,-10.182065
MCMV.19077,MT,Nova Xavantina,Faixa 1,CCFGTS,319208,6,6,100,Caixa,,-52.350234,-14.67706
MCMV.19078,MT,Nova Xavantina,Faixa 1,CCFGTS,186923,2,2,100,Caixa,,-52.350234,-14.67706
MCMV.19079,MT,Nova Xavantina,Faixa 2,CCFGTS,672112,10,10,100,Caixa,,-52.350234,-14.67706
MCMV.19080,MT,Nova Xavantina,Faixa 2,CCFGTS,128242,0,0,100,Caixa,,-52.350234,-14.67706
MCMV.19081,MT,Nova Xavantina,Faixa 3,CCFGTS,116838,2,2,100,Caixa,,-52.350234,-14.67706
MCMV.19070,MT,Nova Mutum,Faixa 1,CCFGTS,1314590,17,17,100,Caixa,,-56.074316,-13.83738899999986
MCMV.19071,MT,Nova Mutum,Faixa 1,CCFGTS,604352,4,4,100,Caixa,,-56.074316,-13.83738899999986
MCMV.19072,MT,Nova Mutum,Faixa 2,CCFGTS,6307780,78,78,100,Caixa,,-56.074316,-13.83738899999986
MCMV.19073,MT,Nova Mutum,Faixa 2,CCFGTS,4205930,48,48,100,Caixa,,-56.074316,-13.83738899999986
MCMV.19074,MT,Nova Mutum,Faixa 3,CCFGTS,126041,2,2,100,Caixa,,-56.074316,-13.83738899999986
MCMV.19075,MT,Nova Mutum,Faixa 2,CCFGTS,4100000,82,0,95,Caixa,,-56.074316,-13.83738899999986
MCMV.19076,MT,Nova Ol�mpia,Faixa 1,Oferta Publica,450000,29,29,99.8667,ECONOMISA,,-57.288612999999884,-14.788947
MCMV.19061,MT,Nova Lacerda,Faixa 1,CCFGTS,124464,2,2,100,Caixa,,-59.600115,-14.47273
MCMV.19062,MT,Nova Lacerda,Faixa 1,CCFGTS,46000,1,1,100,Caixa,,-59.600115,-14.47273
MCMV.19063,MT,Nova Lacerda,Faixa 2,CCFGTS,537160,7,7,100,Caixa,,-59.600115,-14.47273
MCMV.19064,MT,Nova Lacerda,Faixa 2,CCFGTS,90265.9,1,1,100,Caixa,,-59.600115,-14.47273
MCMV.19065,MT,Nova Santa Helena,Faixa 2,CCFGTS,79833.9,1,1,100,Caixa,,-54.911856999999884,-10.898276999999894
MCMV.19066,MT,Nova Santa Helena,Faixa 1,Oferta Publica,360000,0,0,8.9,BANCO MORADA,,-54.911856999999884,-10.898276999999894
MCMV.19067,MT,Nova Brasil�ndia,Faixa 1,Oferta Publica,360000,18,18,98.8,COBANSA,,-54.968527,-14.96121
MCMV.19068,MT,Nova Cana� do Norte,Faixa 2,CCFGTS,45451.8,0,0,100,Caixa,,-55.71752,-10.634277
MCMV.19069,MT,Nova Cana� do Norte,Faixa 1,Oferta Publica,360000,0,0,2,BANCO MORADA,,-55.71752,-10.634277
MCMV.19102,MT,Pontes e Lacerda,Faixa 1,CCFGTS,140669,2,2,100,Caixa,,-59.343544,-15.22187
MCMV.19103,MT,Pontes e Lacerda,Faixa 1,CCFGTS,77842.2,1,1,100,Caixa,,-59.343544,-15.22187
MCMV.19104,MT,Pontes e Lacerda,Faixa 2,CCFGTS,743073,9,9,100,Caixa,,-59.343544,-15.22187
MCMV.19105,MT,Pontes e Lacerda,Faixa 2,CCFGTS,214116,3,3,100,Caixa,,-59.343544,-15.22187
MCMV.19106,MT,Pontes e Lacerda,Faixa 1,Oferta Publica,870000,58,0,100,FAM-LIA PAULISTA,,-59.343544,-15.22187
MCMV.19107,MT,Pontes e Lacerda,Faixa 1,Oferta Publica,30000,2,0,100,FAM-LIA PAULISTA,,-59.343544,-15.22187
MCMV.19058,MT,Nossa Senhora do Livramento,Faixa 1,CCFGTS,77076.6,1,1,100,Caixa,,-56.34324199999986,-15.772023999999874
MCMV.19059,MT,Nova Bandeirantes,Faixa 1,Oferta Publica,324000,0,0,2,BANCO MORADA,,-57.864687,-9.80896
MCMV.19060,MT,Nova Bandeirantes,Faixa 1,Oferta Publica,24000,0,0,2,BANCO MORADA,,-57.864687,-9.80896
MCMV.19092,MT,Pocon�,Faixa 1,CCFGTS,1711590,28,28,100,Caixa,,-56.6260989999999,-16.26604
MCMV.19093,MT,Pocon�,Faixa 1,CCFGTS,2066290,43,43,100,Caixa,,-56.6260989999999,-16.26604
MCMV.19094,MT,Pocon�,Faixa 2,CCFGTS,775684,11,11,100,Caixa,,-56.6260989999999,-16.26604
MCMV.19095,MT,Pocon�,Faixa 2,CCFGTS,1236120,20,20,100,Caixa,,-56.6260989999999,-16.26604
MCMV.19096,MT,Pontal do Araguaia,Faixa 1,CCFGTS,329011,6,6,100,Caixa,,-52.327295999999876,-15.92738
MCMV.19097,MT,Pontal do Araguaia,Faixa 1,CCFGTS,82723,2,2,100,Caixa,,-52.327295999999876,-15.92738
MCMV.19098,MT,Pontal do Araguaia,Faixa 2,CCFGTS,382547,5,5,100,Caixa,,-52.327295999999876,-15.92738
MCMV.19099,MT,Pontal do Araguaia,Faixa 2,CCFGTS,199477,2,2,100,Caixa,,-52.327295999999876,-15.92738
MCMV.19100,MT,Pontal do Araguaia,Faixa 3,CCFGTS,65378.7,1,1,100,Caixa,,-52.327295999999876,-15.92738
MCMV.19101,MT,Ponte Branca,Faixa 1,CCFGTS,45330,1,1,100,Caixa,,-52.83686399999988,-16.758407
MCMV.19086,MT,Pedra Preta,Faixa 1,CCFGTS,417242,7,7,100,Caixa,,-54.47218,-16.624504999999886
MCMV.19087,MT,Pedra Preta,Faixa 1,CCFGTS,1029230,21,21,100,Caixa,,-54.47218,-16.624504999999886
MCMV.19088,MT,Pedra Preta,Faixa 2,CCFGTS,279520,4,4,100,Caixa,,-54.47218,-16.624504999999886
MCMV.19089,MT,Pedra Preta,Faixa 2,CCFGTS,1252260,22,22,100,Caixa,,-54.47218,-16.624504999999886
MCMV.19090,MT,Peixoto de Azevedo,Faixa 1,Oferta Publica,495000,26,26,99,CHB,,-54.979376,-10.22616799999986
MCMV.19091,MT,Peixoto de Azevedo,Faixa 1,Oferta Publica,405000,24,24,99,CHB,,-54.979376,-10.22616799999986
MCMV.19121,MT,Primavera do Leste,Faixa 3,CCFGTS,63516,1,1,100,Caixa,,-54.294573,-15.56008
MCMV.19122,MT,Primavera do Leste,Faixa 3,CCFGTS,233909,2,2,100,Caixa,,-54.294573,-15.56008
MCMV.19123,MT,Primavera do Leste,Faixa 1,Oferta Publica,765000,51,39,100,BICBANCO,,-54.294573,-15.56008
MCMV.19124,MT,Primavera do Leste,Faixa 1,Oferta Publica,15000,1,0,100,BICBANCO,,-54.294573,-15.56008
MCMV.19125,MT,Primavera do Leste,Faixa 2,CCFGTS,6300000,0,0,10.19,Caixa,,-54.294573,-15.56008
MCMV.19126,MT,Primavera do Leste,Faixa 2,CCFGTS,6961160,0,0,42.33,Caixa,,-54.294573,-15.56008
MCMV.19127,MT,Quer�ncia,Faixa 1,CCFGTS,205872,3,3,100,Caixa,,-52.1821,-12.609294
MCMV.19128,MT,Quer�ncia,Faixa 1,CCFGTS,91400.3,2,2,100,Caixa,,-52.1821,-12.609294
MCMV.19129,MT,Quer�ncia,Faixa 2,CCFGTS,1379870,18,18,100,Caixa,,-52.1821,-12.609294
MCMV.19130,MT,Quer�ncia,Faixa 2,CCFGTS,121986,1,1,100,Caixa,,-52.1821,-12.609294
MCMV.19131,MT,Quer�ncia,Faixa 3,CCFGTS,133434,2,2,100,Caixa,,-52.1821,-12.609294
MCMV.19082,MT,Novo Mundo,Faixa 1,Oferta Publica,360000,0,0,20,CHB,,-55.20294999999987,-9.956159
MCMV.19083,MT,Novo S�o Joaquim,Faixa 1,Oferta Publica,360000,0,0,95,COBANSA,,-53.019362,-14.90541
MCMV.19084,MT,Paranatinga,Faixa 1,CCFGTS,39182.3,0,0,100,Caixa,,-54.052425999999855,-14.42647
MCMV.19085,MT,Paranatinga,Faixa 1,Oferta Publica,450000,27,27,99.9,COBANSA,,-54.052425999999855,-14.42647
MCMV.19117,MT,Primavera do Leste,Faixa 1,CCFGTS,4030890,62,62,100,Caixa,,-54.294573,-15.56008
MCMV.19118,MT,Primavera do Leste,Faixa 1,CCFGTS,3948740,63,63,100,Caixa,,-54.294573,-15.56008
MCMV.19119,MT,Primavera do Leste,Faixa 2,CCFGTS,8132340,114,114,100,Caixa,,-54.294573,-15.56008
MCMV.19120,MT,Primavera do Leste,Faixa 2,CCFGTS,21527900,276,276,100,Caixa,,-54.294573,-15.56008
MCMV.19109,MT,Porto Esperidi�o,Faixa 1,CCFGTS,61936,1,1,100,Caixa,,-58.461925,-15.85703
MCMV.19110,MT,Porto Esperidi�o,Faixa 2,CCFGTS,208158,3,3,100,Caixa,,-58.461925,-15.85703
MCMV.19111,MT,Porto Esperidi�o,Faixa 2,CCFGTS,68416,0,0,100,Caixa,,-58.461925,-15.85703
MCMV.19112,MT,Porto Esperidi�o,Faixa 1,Oferta Publica,252000,0,0,72,FAM-LIA PAULISTA,,-58.461925,-15.85703
MCMV.19113,MT,Porto Esperidi�o,Faixa 1,Oferta Publica,108000,0,0,72,FAM-LIA PAULISTA,,-58.461925,-15.85703
MCMV.19114,MT,Porto Estrela,Faixa 2,CCFGTS,134813,2,2,100,Caixa,,-57.2204,-15.32352
MCMV.19115,MT,Porto Estrela,Faixa 1,Oferta Publica,360000,0,0,66,ECONOMISA,,-57.2204,-15.32352
MCMV.19116,MT,Poxor�o,Faixa 1,Oferta Publica,360000,0,0,94,COBANSA,,-54.38827599999979,-15.84101
MCMV.19142,MT,Rondon�polis,Faixa 1,CCFGTS,25493200,370,370,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19143,MT,Rondon�polis,Faixa 1,CCFGTS,15298100,204,204,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19144,MT,Rondon�polis,Faixa 2,CCFGTS,30307700,386,386,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19145,MT,Rondon�polis,Faixa 2,CCFGTS,23963700,272,272,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19146,MT,Rondon�polis,Faixa 3,CCFGTS,670032,10,10,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19147,MT,Rondon�polis,Faixa 3,CCFGTS,133738,2,2,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19148,MT,Rondon�polis,Faixa 1,FAR,11750000,0,0,1,Caixa,,-54.63717299999985,-16.46725
MCMV.19149,MT,Rondon�polis,Faixa 1,FAR,19748400,0,0,45.64,Caixa,,-54.63717299999985,-16.46725
MCMV.19150,MT,Rondon�polis,Faixa 1,FAR,13164500,0,0,69.4,Caixa,,-54.63717299999985,-16.46725
MCMV.19151,MT,Rondon�polis,Faixa 1,FAR,9600050,0,0,74.94,Caixa,,-54.63717299999985,-16.46725
MCMV.19152,MT,Rondon�polis,Faixa 1,FAR,19499800,500,500,100,Caixa,,-54.63717299999985,-16.46725
MCMV.19153,MT,Rondon�polis,Faixa 2,CCFGTS,3535500,0,0,0,Caixa,,-54.63717299999985,-16.46725
MCMV.19154,MT,Ros�rio Oeste,Faixa 1,Oferta Publica,360000,0,0,60,ECONOMISA,,-56.42357,-14.82594
MCMV.19108,MT,Porto Alegre do Norte,Faixa 1,Oferta Publica,360000,0,0,22,BANCO TRICURY,,-51.63573,-10.876125999999886
MCMV.19132,MT,S�o Jos� dos Quatro Marcos,Faixa 1,CCFGTS,132239,2,2,100,Caixa,,-58.17721699999987,-15.627584
MCMV.19133,MT,S�o Jos� dos Quatro Marcos,Faixa 1,CCFGTS,3360490,71,71,100,Caixa,,-58.17721699999987,-15.627584
MCMV.19134,MT,S�o Jos� dos Quatro Marcos,Faixa 2,CCFGTS,720213,9,9,100,Caixa,,-58.17721699999987,-15.627584
MCMV.19135,MT,S�o Jos� dos Quatro Marcos,Faixa 2,CCFGTS,2255310,42,42,100,Caixa,,-58.17721699999987,-15.627584
MCMV.19136,MT,S�o Jos� dos Quatro Marcos,Faixa 3,CCFGTS,54993.8,1,1,100,Caixa,,-58.17721699999987,-15.627584
MCMV.19137,MT,Ribeir�o Cascalheira,Faixa 2,CCFGTS,66656.6,1,1,100,Caixa,,-51.824421,-12.93674
MCMV.19138,MT,S�o Jos� do Rio Claro,Faixa 2,CCFGTS,68475,1,1,100,Caixa,,-56.72184099999987,-13.43982
MCMV.19139,MT,S�o Jos� do Rio Claro,Faixa 1,Oferta Publica,360000,0,0,3,BANCO MORADA,,-56.72184099999987,-13.43982
MCMV.19140,MT,S�o Pedro da Cipa,Faixa 2,CCFGTS,79520.5,1,1,100,Caixa,,-54.91758,-16.010905
MCMV.19141,MT,S�o Pedro da Cipa,Faixa 1,Oferta Publica,360000,25,25,99.5,ECONOMISA,,-54.91758,-16.010905
MCMV.19176,MT,Sorriso,Faixa 1,CCFGTS,958491,13,13,100,Caixa,,-55.72105,-12.542527
MCMV.19177,MT,Sorriso,Faixa 1,CCFGTS,753706,11,11,100,Caixa,,-55.72105,-12.542527
MCMV.19178,MT,Sorriso,Faixa 2,CCFGTS,4331070,53,53,100,Caixa,,-55.72105,-12.542527
MCMV.19179,MT,Sorriso,Faixa 2,CCFGTS,3967900,37,37,100,Caixa,,-55.72105,-12.542527
MCMV.19180,MT,Sorriso,Faixa 3,CCFGTS,66504.4,1,1,100,Caixa,,-55.72105,-12.542527
MCMV.19181,MT,Sorriso,Faixa 3,CCFGTS,194823,3,3,100,Caixa,,-55.72105,-12.542527
MCMV.19182,MT,Sorriso,Faixa 1,FAR,22231000,0,0,1,Caixa,,-55.72105,-12.542527
MCMV.19183,MT,Sorriso,Faixa 1,FAR,3896490,0,0,86.12,Caixa,,-55.72105,-12.542527
MCMV.19184,MT,Sorriso,Faixa 1,FAR,6014970,159,159,100,Caixa,,-55.72105,-12.542527
MCMV.19185,MT,Sorriso,Faixa 2,CCFGTS,12800000,259,257,100,Caixa,,-55.72105,-12.542527
MCMV.19186,MT,Sorriso,Faixa 3,CCFGTS,2250000,45,44,100,Caixa,,-55.72105,-12.542527
MCMV.19166,MT,Sinop,Faixa 1,FAR,45637000,0,0,1,Caixa,,-55.50906,-11.860429999999837
MCMV.19160,MT,Sinop,Faixa 1,CCFGTS,9097660,122,122,100,Caixa,,-55.50906,-11.860429999999837
MCMV.19161,MT,Sinop,Faixa 1,CCFGTS,8493710,132,132,100,Caixa,,-55.50906,-11.860429999999837
MCMV.19162,MT,Sinop,Faixa 2,CCFGTS,16725100,196,196,100,Caixa,,-55.50906,-11.860429999999837
MCMV.19163,MT,Sinop,Faixa 2,CCFGTS,15272200,140,140,100,Caixa,,-55.50906,-11.860429999999837
MCMV.19164,MT,Sinop,Faixa 3,CCFGTS,313128,4,4,100,Caixa,,-55.50906,-11.860429999999837
MCMV.19165,MT,Sinop,Faixa 3,CCFGTS,516661,5,5,100,Caixa,,-55.50906,-11.860429999999837
MCMV.19167,MT,Sinop,Faixa 1,FAR,18158400,0,0,28.42,Caixa,,-55.50906,-11.860429999999837
MCMV.19168,MT,Sinop,Faixa 1,FAR,18839300,0,0,48.91,Caixa,,-55.50906,-11.860429999999837
MCMV.19169,MT,Sinop,Faixa 1,FAR,11037000,0,0,91.85,Caixa,,-55.50906,-11.860429999999837
MCMV.19170,MT,Sinop,Faixa 1,FAR,9867000,0,0,93.61,Caixa,,-55.50906,-11.860429999999837
MCMV.19171,MT,Sinop,Faixa 2,CCFGTS,4422000,0,0,59.16,Caixa,,-55.50906,-11.860429999999837
MCMV.19172,MT,Sinop,Faixa 2,CCFGTS,3366000,0,0,66.96,Caixa,,-55.50906,-11.860429999999837
MCMV.19173,MT,Sinop,Faixa 2,CCFGTS,3600000,0,0,91.88,Caixa,,-55.50906,-11.860429999999837
MCMV.19174,MT,Sinop,Faixa 2,CCFGTS,2521840,0,0,92.32,Caixa,,-55.50906,-11.860429999999837
MCMV.19175,MT,Sinop,Faixa 3,CCFGTS,4884000,0,0,76.04,Caixa,,-55.50906,-11.860429999999837
MCMV.19201,MT,Tapurah,Faixa 2,CCFGTS,1315660,6,6,100,Caixa,,-56.51203699999979,-12.742385
MCMV.19202,MT,Torixor�u,Faixa 1,CCFGTS,60334.6,1,1,100,Caixa,,-52.55709699999983,-16.20059
MCMV.19203,MT,Torixor�u,Faixa 2,CCFGTS,73034.6,1,1,100,Caixa,,-52.55709699999983,-16.20059
MCMV.19204,MT,Torixor�u,Faixa 1,Oferta Publica,360000,0,0,77.0667,BANCO TRICURY,,-52.55709699999983,-16.20059
MCMV.19205,MT,Uni�o do Sul,Faixa 1,Oferta Publica,348000,0,0,22,CHB,,-54.36164,-11.530775999999832
MCMV.19206,MT,Uni�o do Sul,Faixa 1,Oferta Publica,12000,0,0,22,CHB,,-54.36164,-11.530775999999832
MCMV.19207,MT,Vale de S�o Domingos,Faixa 1,Oferta Publica,300000,25,25,100,FAM-LIA PAULISTA,,-58.9519719999999,-14.97494799999987
MCMV.19208,MT,Vale de S�o Domingos,Faixa 1,Oferta Publica,60000,5,5,100,FAM-LIA PAULISTA,,-58.9519719999999,-14.97494799999987
MCMV.19155,MT,Santa Cruz do Xingu,Faixa 1,Oferta Publica,300000,0,0,31,BANCO TRICURY,,-52.54118,-10.064868
MCMV.19156,MT,Santa Cruz do Xingu,Faixa 1,Oferta Publica,24000,0,0,31,BANCO TRICURY,,-52.54118,-10.064868
MCMV.19157,MT,Santo Ant�nio do Leverger,Faixa 2,CCFGTS,78000.1,0,0,100,Caixa,,-56.07875,-15.862409
MCMV.19158,MT,Sapezal,Faixa 2,CCFGTS,231511,3,3,100,Caixa,,-58.764473,-12.989214
MCMV.19159,MT,Sapezal,Faixa 2,CCFGTS,206692,3,3,100,Caixa,,-58.764473,-12.989214
MCMV.19187,MT,Tangar� da Serra,Faixa 1,CCFGTS,5228010,78,78,100,Caixa,,-57.49328,-14.62291
MCMV.19188,MT,Tangar� da Serra,Faixa 1,CCFGTS,4764740,78,78,100,Caixa,,-57.49328,-14.62291
MCMV.19189,MT,Tangar� da Serra,Faixa 2,CCFGTS,5744720,73,73,100,Caixa,,-57.49328,-14.62291
MCMV.19190,MT,Tangar� da Serra,Faixa 2,CCFGTS,8709830,112,112,100,Caixa,,-57.49328,-14.62291
MCMV.19191,MT,Tangar� da Serra,Faixa 3,CCFGTS,339734,5,5,100,Caixa,,-57.49328,-14.62291
MCMV.19192,MT,Tangar� da Serra,Faixa 3,CCFGTS,789218,8,8,100,Caixa,,-57.49328,-14.62291
MCMV.19193,MT,Tangar� da Serra,Faixa 1,FAR,23312000,0,0,1,Caixa,,-57.49328,-14.62291
MCMV.19194,MT,Tangar� da Serra,Faixa 1,FAR,10516700,278,278,100,Caixa,,-57.49328,-14.62291
MCMV.19195,MT,Tangar� da Serra,Faixa 2,CCFGTS,900000,18,18,95,Caixa,,-57.49328,-14.62291
MCMV.19196,MT,Tangar� da Serra,Faixa 2,CCFGTS,4350000,90,86,100,Caixa,,-57.49328,-14.62291
MCMV.19197,MT,Tangar� da Serra,Faixa 2,CCFGTS,1501100,30,29,100,Caixa,,-57.49328,-14.62291
MCMV.19198,MT,Tapurah,Faixa 1,CCFGTS,637833,9,9,100,Caixa,,-56.51203699999979,-12.742385
MCMV.19199,MT,Tapurah,Faixa 1,CCFGTS,601764,6,6,100,Caixa,,-56.51203699999979,-12.742385
MCMV.19200,MT,Tapurah,Faixa 2,CCFGTS,1017570,13,13,100,Caixa,,-56.51203699999979,-12.742385
MCMV.19224,MT,V�rzea Grande,Faixa 2,CCFGTS,9400000,202,194,100,Caixa,,-56.132218,-15.645816
MCMV.19225,MT,V�rzea Grande,Faixa 3,CCFGTS,42619700,0,0,0,Caixa,,-56.132218,-15.645816
MCMV.19226,MT,V�rzea Grande,Faixa 3,CCFGTS,40459600,0,0,4.12,Caixa,,-56.132218,-15.645816
MCMV.19227,MT,V�rzea Grande,Faixa 3,CCFGTS,30612000,0,0,5.85,Caixa,,-56.132218,-15.645816
MCMV.19228,MT,V�rzea Grande,Faixa 3,CCFGTS,42949100,0,0,59.87,Caixa,,-56.132218,-15.645816
MCMV.19229,MT,Vera,Faixa 2,CCFGTS,59300,0,0,100,Caixa,,-55.3045,-12.30166
MCMV.19230,MT,Nova Guarita,Faixa 1,Oferta Publica,360000,0,0,25.5333,BANCO MORADA,,-55.40606199999985,-10.31199
MCMV.19231,MT,Nova Maril�ndia,Faixa 1,Oferta Publica,348000,0,0,95,ECONOMISA,,-56.96957,-14.356757
MCMV.19232,MT,Nova Maril�ndia,Faixa 1,Oferta Publica,12000,0,0,95,ECONOMISA,,-56.96957,-14.356757
MCMV.19233,MT,Nova Monte Verde,Faixa 2,CCFGTS,126332,2,2,100,Caixa,,-57.52605,-9.99998
MCMV.19234,GO,Abadia de Goi�s,Faixa 1,CCFGTS,198394,3,3,100,Caixa,,-49.441155999999864,-16.75733
MCMV.19235,GO,Abadia de Goi�s,Faixa 1,CCFGTS,262612,5,5,100,Caixa,,-49.441155999999864,-16.75733
MCMV.19236,GO,Abadia de Goi�s,Faixa 2,CCFGTS,466269,5,5,100,Caixa,,-49.441155999999864,-16.75733
MCMV.19237,GO,Abadia de Goi�s,Faixa 2,CCFGTS,552053,7,7,100,Caixa,,-49.441155999999864,-16.75733
MCMV.19215,MT,V�rzea Grande,Faixa 1,FAR,45519100,0,0,1,Caixa,,-56.132218,-15.645816
MCMV.19209,MT,V�rzea Grande,Faixa 1,CCFGTS,6032530,82,82,100,Caixa,,-56.132218,-15.645816
MCMV.19210,MT,V�rzea Grande,Faixa 1,CCFGTS,5715310,108,108,100,Caixa,,-56.132218,-15.645816
MCMV.19211,MT,V�rzea Grande,Faixa 2,CCFGTS,11194300,134,134,100,Caixa,,-56.132218,-15.645816
MCMV.19212,MT,V�rzea Grande,Faixa 2,CCFGTS,16599800,216,216,100,Caixa,,-56.132218,-15.645816
MCMV.19213,MT,V�rzea Grande,Faixa 3,CCFGTS,1131860,17,17,100,Caixa,,-56.132218,-15.645816
MCMV.19214,MT,V�rzea Grande,Faixa 3,CCFGTS,2261280,28,28,100,Caixa,,-56.132218,-15.645816
